dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,group_feature,group_value,count_mean,count_std,count_ci95_low,count_ci95_high,count_n,selection_rate_mean,selection_rate_std,selection_rate_ci95_low,selection_rate_ci95_high,selection_rate_n,true_positive_rate_mean,true_positive_rate_std,true_positive_rate_ci95_low,true_positive_rate_ci95_high,true_positive_rate_n,false_positive_rate_mean,false_positive_rate_std,false_positive_rate_ci95_low,false_positive_rate_ci95_high,false_positive_rate_n,demographic_parity_difference_mean,demographic_parity_difference_std,demographic_parity_difference_ci95_low,demographic_parity_difference_ci95_high,demographic_parity_difference_n,equalized_odds_difference_mean,equalized_odds_difference_std,equalized_odds_difference_ci95_low,equalized_odds_difference_ci95_high,equalized_odds_difference_n
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,age_group,60_plus,24506.0,146.14547546879444,24377.897842641116,24634.102157358884,5,0.043018891634403325,0.01594663663029818,0.02904104833541204,0.05699673493339461,5,0.11922641486834278,0.03900163628817061,0.08503997335850652,0.15341285637817903,5,0.024438613737309618,0.010377624209411676,0.015342225051850346,0.03353500242276889,5,0.040896420825674226,0.014997505668070494,0.027750527496310573,0.05404231415503788,5,0.09125108368992052,0.030828652878692683,0.06422857800125197,0.11827358937858908,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,age_group,under_40,7626.2,77.63826376214244,7558.147061312534,7694.252938687466,5,0.00212247080872906,0.0009907744825444016,0.0012540186841392073,0.0029909229333189126,5,0.02797533117842224,0.010039113618614814,0.01917566010827613,0.036775002248568354,5,0.0012979331246737603,0.0008545751629039752,0.0005488649674683522,0.002047001281879168,5,0.040896420825674226,0.014997505668070494,0.027750527496310573,0.05404231415503788,5,0.09125108368992052,0.030828652878692683,0.06422857800125197,0.11827358937858908,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,bmi_category,healthy,17133.0,74.89659538323488,17067.3502396044,17198.6497603956,5,0.00292257405171242,0.0026336412868413614,0.0006140856809873163,0.005231062422437524,5,0.0175002410174289,0.015022854710225601,0.0043321282729472995,0.030668353761910495,5,0.00195706964330696,0.001811859453630415,0.0003689048089416116,0.0035452344776723084,5,0.07549166188899269,0.022855517770522804,0.055457917261822066,0.09552540651616331,5,0.16747149975886994,0.04158761288561662,0.13101834982066946,0.20392464969707041,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,bmi_category,obese,14726.6,61.096644752392095,14673.046429661506,14780.153570338494,5,0.0767630901692267,0.02487479432692559,0.054959371601024654,0.09856680873742873,5,0.17672596679522237,0.05557308078951883,0.12801401374035729,0.22543791985008746,5,0.04382111397859376,0.014964381320735723,0.030704255419831645,0.056937972537355885,5,0.07549166188899269,0.022855517770522804,0.055457917261822066,0.09552540651616331,5,0.16747149975886994,0.04158761288561662,0.13101834982066946,0.20392464969707041,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,bmi_category,overweight,18245.0,57.745129664760476,18194.384162162423,18295.615837837577,5,0.01139570397652998,0.006814349477780444,0.005422663303865133,0.01736874464919483,5,0.040705334709410616,0.01979164991365512,0.023357188668636827,0.058053480750184405,5,0.0071184599440417395,0.004962583288903875,0.0027685639014682706,0.01146835598661521,5,0.07549166188899269,0.022855517770522804,0.055457917261822066,0.09552540651616331,5,0.16747149975886994,0.04158761288561662,0.13101834982066946,0.20392464969707041,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,bmi_category,underweight,631.4,44.69116243733205,592.226468936283,670.5735310637169,5,0.0012714282802339801,0.0020641513173204236,-0.0005378801230247086,0.003080736683492669,5,0.01207207207207206,0.016680053060948618,-0.0025486390728610836,0.026692783217005203,5,0.00066445182724252,0.0014857594534882213,-0.000637873754152819,0.001966777408637859,5,0.07549166188899269,0.022855517770522804,0.055457917261822066,0.09552540651616331,5,0.16747149975886994,0.04158761288561662,0.13101834982066946,0.20392464969707041,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,sex,female,28467.6,45.72526653831555,28427.52003672656,28507.679963273436,5,0.025316485829602765,0.009939062667495871,0.01660451328479951,0.03402845837440602,5,0.10629000162444083,0.037009992311227535,0.0738493130318183,0.13873069021706336,5,0.013255404816410599,0.005927429903412901,0.008059783427619267,0.01845102620520193,5,0.0047218171434306195,0.0018116762156567023,0.0031338129242308613,0.006309821362630377,5,0.00514506148749972,0.004495363016598415,0.0012047020703479117,0.009085420904651528,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_isotonic,fixed_0p5,sex,male,22268.4,45.72526653831555,22228.320036726564,22308.47996327344,5,0.030038302973033438,0.011490417099691314,0.019966508312937024,0.04011009763312985,5,0.10847340542839438,0.03799945015525341,0.07516541879572786,0.1417813920610609,5,0.01600550398159674,0.006794531266017536,0.010049834737460076,0.0219611732257334,5,0.0047218171434306195,0.0018116762156567023,0.0031338129242308613,0.006309821362630377,5,0.00514506148749972,0.004495363016598415,0.0012047020703479117,0.009085420904651528,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,age_group,40_59,18603.8,190.1964773595978,18437.085437036832,18770.514562963166,5,0.15081488853052674,0.018899848103861326,0.13424844124166221,0.16738133581939127,5,0.5170494549910852,0.04145811778735909,0.4807098125111278,0.5533890974710427,5,0.10601447415872063,0.01628959824080939,0.0917360117536172,0.12029293656382406,5,0.3200172796928204,0.03240048761016024,0.2916170001150409,0.3484175592705999,5,0.3901842521159896,0.05109516536597852,0.34539736498866064,0.4349711392433186,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,age_group,60_plus,24506.0,146.14547546879444,24377.897842641116,24634.102157358884,5,0.35129504497950176,0.036652764733487775,0.3191674801646066,0.3834226097943969,5,0.661631536848058,0.04347972691687987,0.6235198758365839,0.6997431978595321,5,0.27562372144256436,0.03492696254203303,0.2450088889458671,0.30623855393926164,5,0.3200172796928204,0.03240048761016024,0.2916170001150409,0.3484175592705999,5,0.3901842521159896,0.05109516536597852,0.34539736498866064,0.4349711392433186,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,age_group,under_40,7626.2,77.63826376214244,7558.147061312534,7694.252938687466,5,0.03127776528668132,0.004355032905580441,0.02746041063519981,0.03509511993816282,5,0.2714472847320683,0.03297855991347881,0.24254030243956573,0.30035426702457085,5,0.02356300942970376,0.004555633391033119,0.019569820700079933,0.02755619815932759,5,0.3200172796928204,0.03240048761016024,0.2916170001150409,0.3484175592705999,5,0.3901842521159896,0.05109516536597852,0.34539736498866064,0.4349711392433186,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,bmi_category,healthy,17133.0,74.89659538323488,17067.3502396044,17198.6497603956,5,0.0938444789085717,0.016251627304296468,0.07959929949679147,0.10808965832035193,5,0.38915658018920696,0.04350605160673781,0.3510218445696973,0.4272913158087166,5,0.0743548310964739,0.01403310676601306,0.06205427067606146,0.08665539151688634,5,0.343267218539555,0.020900272790657818,0.3249473217019406,0.3615871153771694,5,0.3937536644540448,0.043117242042064595,0.35595973544436443,0.4315475934637252,5
cdc,audit,3,iid,0.5,federated,fedavg,logistic,federated_sigmoid,calib_f1_optimal,bmi_category,obese,14726.6,61.096644752392095,14673.046429661506,14780.153570338494,5,0.4363562936551822,0.03595392616813108,0.40484128785096196,0.4678712994594024,5,0.7381264593130977,0.03681600986307167,0.7058558038331584,0.7703971147930371,5,0.33676625794539783,0.036727366850836364,0.3045733014914852,0.36895921439931045,5,0.343267218539555,0.020900272790657818,0.3249473217019406,0.3615871153771694,5,0.3937536644540448,0.043117242042064595,0.35595973544436443,0.4315475934637252,5
